,class,left_eyebrow_18x,left_eyebrow_18y,left_eyebrow_20x,left_eyebrow_20y,left_eyebrow_22x,left_eyebrow_22y,right_eyebrow_23x,right_eyebrow_23y,right_eyebrow_25x,right_eyebrow_25y,right_eyebrow_27x,right_eyebrow_27y,left_eye38_x,left_eye38_y,right_eye45_x,right_eye45_y,left_lip49_x,left_lip49_y,lip_center_upper52_x,lip_center_upper52_y,right_lip55_x,right_lip55_y,lip_center_lower58_x,lip_center_lower58_y,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z
0,5,-7,75,-9,77,-5,80,-7,76,-2,68,2,64,0,67,-1,61,18,120,11,92,4,118,13,151,-0.0153449927,-0.0194834396,-0.0194834396,4.2521656536,11.2833044437,-2.2563478233
1,5,-15,68,-9,69,-1,71,-6,64,-3,64,1,60,-6,57,-2,55,-1,78,10,80,15,78,8,77,0.000838167,-0.015278399,-0.015278399,7.1605940994,-3.8345100178,-1.0146321222
2,5,0,1,2,-8,8,-8,-2,-6,4,-3,4,6,0,-9,3,-10,4,29,-6,8,-19,28,-5,9,-0.0030027162,-0.0011994243,-0.0011994243,-0.7692709262,2.9320418297,0.6485321626
3,5,7,36,15,45,18,52,-9,58,-15,54,-10,38,7,34,3,42,20,84,16,59,2,93,15,104,-0.0142330485,-0.0078946128,-0.0078946128,5.4472408688,11.9994494814,0.768444941
4,5,3,29,12,34,15,42,-5,46,-9,42,-10,37,0,23,-5,30,-7,23,-3,25,-7,30,-5,20,0.0061610145,-0.0049911551,-0.0049911551,6.2697415994,-4.171578387,2.2248440724
5,5,5,18,-2,14,-5,13,-14,11,-12,5,-7,0,1,11,-3,4,13,18,1,8,-4,14,2,4,-0.003442524,-0.0023753718,-0.0023753718,-0.0282045853,3.5664130631,-2.2771294536
6,5,22,-27,16,-31,11,-30,17,-31,14,-28,9,-21,15,-18,12,-14,15,-6,5,-16,-4,-3,6,-17,-0.0084455404,0.0045295134,0.0045295134,-0.6351595592,5.7995121034,0.71206438
7,5,-4,34,1,37,5,35,4,36,2,41,-1,38,-1,29,3,34,-4,33,8,40,17,37,9,34,0.0027283567,-0.006074287,-0.006074287,6.8486983891,-4.9667163272,1.1768183965
8,5,8,12,6,19,4,14,-9,16,-10,13,-6,-1,5,0,-4,-1,5,-1,0,-6,2,-5,4,-5,-0.0012532352,0.0001127422,0.0001127422,1.3568059322,1.0883050047,-0.7665802684
9,5,-20,37,-9,33,0,37,-11,41,-2,37,11,37,-12,33,1,35,7,44,-2,48,2,45,2,36,0.0022009583,-0.0078397393,-0.0078397393,5.0923638111,-4.0496924879,0.0175284662
10,5,16,-29,14,-25,10,-22,12,-22,16,-21,18,-26,14,-28,15,-25,10,-16,10,-14,21,-7,10,-15,-0.0073831715,0.0105708614,0.0105708614,3.4101217421,2.5318024144,1.2127141809
11,5,-6,65,-5,76,-2,79,-21,78,-17,73,-7,58,-6,56,-7,53,6,66,7,69,21,62,11,73,-0.0033663884,-0.0131256282,-0.0131256282,6.6422797656,0.8962083251,-1.1966491922
12,5,-5,7,-6,6,-6,12,2,11,-5,13,-12,12,-2,18,-3,23,1,36,2,43,-6,41,1,47,-0.0035733506,-0.0013062432,-0.0013062432,7.0220791108,2.6233235674,1.2193256676
13,5,-5,9,-1,3,5,4,0,5,6,12,2,20,0,4,-1,10,1,17,7,38,4,15,6,18,-0.0013452196,-0.0016336665,-0.0016336665,0.6737236447,0.4140018375,0.2573133435
14,5,-15,58,-5,48,8,46,-5,43,-4,38,2,24,-2,36,6,27,14,50,21,36,7,40,22,27,3.92254441976565E-05,-0.009600006,-0.009600006,0.8131479478,-4.8810742468,-2.7884394967
15,5,-1,14,0,10,1,15,-5,19,0,22,-2,26,-3,18,-2,19,6,45,4,41,-2,46,4,46,-0.0051516611,-0.0036009699,-0.0036009699,1.8821960115,4.1059228878,0.3261520662
16,5,8,-4,3,-3,1,-5,8,-7,10,2,6,7,6,6,9,9,9,9,6,8,0,14,4,10,-0.004489535,-2.31936573982239E-05,-2.31936573982239E-05,0.3447611943,2.8114145668,0.6323796396
17,5,-26,57,-16,47,-1,48,-12,58,0,73,2,81,-14,38,-3,45,-13,51,-1,55,-4,54,-3,51,0.0080764964,-0.0067679882,-0.0067679882,10.2248741696,-7.3315004992,2.0584504809
18,5,1,3,5,15,7,14,4,16,-5,7,-7,-9,0,15,0,11,3,19,12,9,10,7,13,0,0.0029180478,-0.0002162308,-0.0002162308,3.9513655267,-5.6590028006,-1.7641292898
19,5,-14,0,-17,4,-17,1,-16,-1,-23,-1,-23,-21,-11,-5,-14,-8,3,-8,9,-5,13,-21,12,-7,0.0001301132,0.0099145323,0.0099145323,6.9612656343,-0.2630873172,-2.6910370916
