,class,left_eyebrow_18x,left_eyebrow_18y,left_eyebrow_20x,left_eyebrow_20y,left_eyebrow_22x,left_eyebrow_22y,right_eyebrow_23x,right_eyebrow_23y,right_eyebrow_25x,right_eyebrow_25y,right_eyebrow_27x,right_eyebrow_27y,left_eye38_x,left_eye38_y,right_eye45_x,right_eye45_y,left_lip49_x,left_lip49_y,lip_center_upper52_x,lip_center_upper52_y,right_lip55_x,right_lip55_y,lip_center_lower58_x,lip_center_lower58_y,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z
0,4,4,-1,5,-11,-2,11,2,15,-6,7,-14,14,-1,11,-13,22,-48,47,-36,52,-43,56,-49,101,0.025971116,-0.0010657944,-0.0010657944,6.5004867683,-11.3470428949,4.4475577895
1,4,-18,-2,-23,-18,-14,-20,-5,-33,-10,-37,-14,-25,-8,-18,-7,-25,-27,-3,-4,-16,-8,-10,-15,55,0.012193243,0.0040946268,0.0040946268,2.7123366198,-4.9965749316,-2.1602615331
2,4,-20,-20,-26,-32,-21,-34,-9,-39,-15,-39,-19,-37,-10,-30,-16,-34,-15,-4,-3,-29,-13,-6,-13,45,0.0124060418,0.0059745349,0.0059745349,1.4916080144,-5.6465531091,-1.9016373572
3,4,1,-34,-4,-47,-11,-39,-7,-34,-8,-38,-13,-26,-6,-20,-13,-14,-13,-11,-18,-26,-25,-2,-25,19,0.0117575042,0.006148044,0.006148044,-0.6554257204,-5.3079265619,2.4264075554
4,4,3,10,1,6,-9,18,-7,26,-12,19,-18,24,-10,26,-22,34,-59,41,-48,40,-68,50,-67,79,0.0219621082,-0.0013361573,-0.0013361573,5.9516504859,-7.7287382399,4.0218662466
5,4,-67,-6,-54,-53,-29,-77,-57,-62,-93,-40,-151,-23,-63,-27,-94,-19,-88,-12,-31,-31,-100,-10,-61,14,0.0479819183,0.003910087,0.003910087,-2.4812718593,-29.4948613284,-0.6005946939
6,4,-77,36,-77,36,-81,34,-75,25,-74,27,-76,34,-80,30,-79,27,-98,34,-93,30,-101,29,-100,57,0.0321282772,-0.0049224719,-0.0049224719,6.3619547009,-1.7085667215,0.0633397668
7,4,-89,11,-93,14,-99,12,-97,6,-97,2,-95,4,-98,10,-97,8,-104,18,-103,10,-108,15,-109,35,0.0364744039,-0.000389114,-0.000389114,4.776164534,-2.8765555718,-0.6791298475
8,4,-22,-62,-18,-72,-12,-72,-22,-73,-29,-73,-30,-74,-16,-70,-22,-71,-19,-55,-13,-73,-25,-60,-20,-9,0.0172277354,0.0243202336,0.0243202336,4.6955860674,-7.7065943306,-1.6500616925
9,4,6,-54,-6,-71,-8,-70,-4,-68,-10,-63,-19,-53,-3,-47,-12,-44,9,-18,2,-46,-17,-13,-10,5,0.0162260626,0.0103252865,0.0103252865,0.3308524029,-10.2319243789,0.0367230816
10,4,19,5,10,-4,6,-4,18,-4,19,-3,19,0,11,3,18,3,24,27,17,5,7,28,11,49,0.0003213659,-0.0027437545,-0.0027437545,-0.2842717499,-2.5775935369,-0.112251521
11,4,25,-3,28,-9,28,-4,29,0,21,2,16,-5,31,2,27,6,33,18,43,2,30,14,40,41,-0.0030670762,-0.0035076961,-0.0035076961,-3.258961955,-5.3502943083,0.3017324705
12,4,9,-31,11,-35,12,-35,12,-30,6,-31,3,-36,10,-27,11,-27,1,-5,15,-18,9,-9,6,17,0.0070431214,0.0108214021,0.0108214021,2.8361373743,-4.2035451115,-0.4422708737
13,4,27,0,33,19,33,15,30,33,14,38,8,17,27,-3,13,4,22,20,38,13,20,25,30,40,-0.0008875895,-0.0019790605,-0.0019790605,-1.4191484824,-4.7401154742,2.1454651819
14,4,39,8,42,1,44,6,32,20,28,21,25,29,37,10,29,19,10,34,30,30,19,41,18,75,0.003555024,-0.0004118979,-0.0004118979,-0.3879728222,-6.0144441811,4.0999246693
15,4,28,9,21,14,11,12,22,11,11,13,7,2,16,8,14,7,10,47,2,42,-4,44,-2,50,0.007833004,-0.0013317466,-0.0013317466,6.9791921599,-5.294321543,-0.5434380467
16,4,10,22,10,24,9,18,5,16,3,17,6,12,9,7,3,2,4,31,7,19,0,22,3,60,0.0049437024,-0.0019555315,-0.0019555315,2.7061940383,-3.7799726722,-1.4127768832
17,4,-51,-25,-52,-31,-54,-33,-46,-31,-46,-25,-48,-24,-48,-20,-44,-19,-46,-5,-47,-16,-48,1,-55,15,0.0199931823,0.0059997141,0.0059997141,-0.3377902114,-2.7110640112,0.9307894948
18,4,2,-16,7,-36,10,-23,18,-16,20,-7,6,22,13,-21,1,-1,-12,13,-2,3,-16,30,-17,53,0.0120632835,0.0014263615,0.0014263615,-3.97065547,-4.4099994176,7.1667793596
19,4,-39,-62,-27,-59,-26,-58,-21,-46,-23,-48,-16,-43,-33,-58,-20,-46,-20,-27,-17,-38,-17,-26,-21,-6,0.0119132698,0.0111999437,0.0111999437,-4.3189679534,-1.3409524481,2.2034941162
20,4,12,5,0,-2,-10,15,17,16,21,11,15,22,-3,8,14,12,-3,32,-14,12,-23,39,-24,96,0.0103883911,-0.0010106005,-0.0010106005,2.7061869544,-2.6777332238,2.7634211302
21,4,17,62,21,70,12,81,19,79,13,75,3,75,8,81,-1,78,-46,111,-43,123,-42,117,-46,129,0.0170378499,-0.0163497254,-0.0163497254,11.2512910032,-4.054926486,2.5401834111
22,4,19,-11,14,-27,17,-26,31,-32,25,-26,9,-18,15,4,19,2,16,19,21,5,24,27,12,39,0.0035145581,0.0019014627,0.0019014627,-0.8496797608,-3.9064010717,-0.0038093901
23,4,5,-8,5,-14,11,-19,0,-20,1,-17,3,-16,6,-18,5,-18,19,-20,18,-35,13,-17,15,-10,-0.0037669567,0.0028150193,0.0028150193,-2.5123587709,-0.7221654406,-0.6134785099
24,4,-48,3,-58,-16,-57,-21,-40,-25,-41,-25,-48,-11,-47,-13,-45,-21,-47,14,-49,-6,-45,6,-51,36,0.0223870724,0.0024487898,0.0024487898,1.3424769787,-3.5064961394,-1.1384489056
25,4,-51,6,-53,6,-57,11,-46,10,-50,12,-55,8,-52,17,-48,19,-62,26,-56,16,-60,30,-64,56,0.0289603453,-0.0040737838,-0.0040737838,-0.0468879071,-5.3647424589,1.7196523411
26,4,28,-86,19,-85,13,-86,16,-82,10,-78,7,-80,14,-77,12,-72,3,-63,10,-74,-9,-60,-5,-36,0.0086071715,0.0254106093,0.0254106093,3.4400739939,-7.0021590722,1.0682441825
27,4,-2,-47,-6,-31,-22,-20,-20,-11,-37,-14,-44,-30,-11,-16,-20,-4,-10,-2,0,-9,-14,10,-6,17,0.0165652316,0.0012041703,0.0012041703,-6.4079361344,-9.3603879882,3.3545287259
28,4,-10,-59,-15,-78,-21,-61,8,-59,4,-64,-2,-42,-6,-50,-10,-44,-1,-31,-9,-43,-24,-18,-17,-1,0.0113463625,0.0122775249,0.0122775249,-0.7982717561,-3.8729699162,2.4531414444
29,4,19,14,14,-11,19,-3,27,3,24,-2,15,16,23,13,16,17,19,51,24,34,14,45,20,71,0.0078713521,-0.0082508549,-0.0082508549,-0.934368323,-6.5504416053,1.0452477532
30,4,17,29,21,21,18,31,22,28,12,22,1,23,14,33,4,31,-5,44,0,39,-13,49,-12,76,0.0085305693,-0.0071793534,-0.0071793534,5.4806592398,-6.3032320923,-0.1376222638
31,4,-10,-57,-20,-67,-23,-72,-6,-80,-14,-82,-17,-77,-8,-51,-4,-54,18,-61,13,-86,18,-67,16,-47,-0.001367297,0.0147498511,0.0147498511,-4.6362861838,-1.3123572244,-3.0716299066
32,4,-12,-29,-15,-51,-10,-49,0,-47,-5,-48,-11,-32,-4,-32,-12,-27,0,-8,4,-30,-11,-6,-3,19,0.0094961403,0.008707121,0.008707121,-0.9067662892,-4.9671628855,0.6865012426
